component,kind,time,CdA,Hdot,Q,dP,mdot,qdot,state
lox_feed_series/lox_engine_injector,Connection,16.9,1.53e-05,-64530.34536420557,,444855.32313343394,0.48926609495013623,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.9,1.53e-05,-64826.975105823905,,449048.9220511172,0.4915712148924086,0.0,1
lox_feed_series/lox_engine_injector,Connection,16.9,1.53e-05,-65113.77266287392,,453124.5515630547,0.49380130399131456,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.0,1.53e-05,-65396.83031486184,,457165.48377306125,0.4960025452459649,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.1,1.53e-05,-63587.28852989994,,432109.78373319464,0.48221387485059325,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.1,1.53e-05,-63253.37791426797,,427481.3446310722,0.4796194839332772,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.2,1.53e-05,-62829.32206537063,,421669.17419985455,0.4763430032278914,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.2,1.53e-05,-62455.19212236938,,416565.04287919035,0.4734465499657408,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.2,1.53e-05,-62112.56612317751,,411912.01399211254,0.47079029851766463,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.3,1.53e-05,-63929.00527960912,,436447.44942405215,0.4846130595232092,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.4,1.53e-05,-64060.424393247944,,438332.3291465862,0.48566256142264635,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.4,1.53e-05,-64388.92955937975,,442927.7850135799,0.488205903468099,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.4,1.53e-05,-64721.26047911843,,447599.6730106826,0.4907779900861755,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.5,1.53e-05,-65075.11323995803,,452594.93435710855,0.49351302377778183,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.6,1.53e-05,-65449.78770352013,,457908.7901809038,0.49640572705630787,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.6,1.53e-05,-63845.95559538807,,435637.2629795149,0.48417834892574096,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.7,1.53e-05,-63597.568417423376,,432153.02409485076,0.4822334173577916,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.7,1.53e-05,-63097.08177186423,,425279.47013586655,0.478378272483399,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.8,1.53e-05,-62670.78700446328,,419456.3405226371,0.4750872600087921,0.0,1
lox_feed_series/lox_engine_injector,Connection,17.8,1.53e-05,-62280.541127300414,,414155.0789988999,0.4720709906744933,0.0,1
